reviewID,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,label
1197,3,TRUE,"11 9, 2015",A2GFE3HR3M1Q6V,1384198,Sami7kt,It's an ok book. It is very small!!!!!! I wish it was a normal size book.,To small!!!!,1447027200,0
1202,3,FALSE,"12 25, 2001",A3JG09K1W72Q5,B000006P0J,Brandon,"Most Teekns fans carer started with Tekken 3. And if you were an aracde aholic, it started with 2. Had this been the easrly 90's this gamewould have got 5 stars hands down. But over the years, this game is aged. Tekken 1, was not an arcade blokc buster, and really came to age on ome systems. Most fans of later tekkens will notice that this game was left for improvements. Thee characters, while perfect stunnning and apporpiate for the early 90's, are blocky and of little detail. although it was light years beyond Virtua Fighter 1. And the fact that this was one ofthe first 3-dgames without chessy ringouts,and a highly detail, and cue combo system. Most fans of later tekken will notice the cheese factor of the gameplay. You could basically, pumble the computer, or an human oppeonent with little ease on the ground. Which was improved in later Tekkens. And the 8 characters, which again was appropiate for the times. The story of this game, goes back to early Tekken. Heatchi(sp?) was the final Boss. And was pretty hard due tothe fact you could be killed with only 3 moves. I don't remember if Devil Kaazu(sp?) was a secret boss. But he was selectable,only through a very hard unlock process. Anyway, I know that the later Tekkens blowthis game way, but his is a classic. Introdcuing oyung versions, of Tekken legends. Law, Paul, and Kaazu(sp?). This is a personal favorite of mines. But the reason for the low rating is the fact that the gameplay was cheesy. Which, again was greatly imporoved upon in later tekkens.",An overlooked classic,1009238400,1
1203,5,TRUE,"10 8, 2015",A2TUGVWRG0GDMB,1384198,Southshore,An enduring classic,Children's favorite,1444262400,0
1211,4,FALSE,"06 09, 2012",AFNCXMCX7VZWH,B000006P0J,J. Jongeling,"While the game may be outdated and not as fun to play as some of the more recent titles, I can't fault this game because this is where it all started. On its own merit in 1995, it was a smash-box hit and everybody was ahhed by the graphics, 3d environments, and the musical score. Back then, we were used to Super Mario World and Final Fight. This was something completely different. No one cared about the flaws the game had back then. It was par for the course. Now, in 2012, a whole 17 years later (really? that long ago...), a person can easily recognize the flaws of gameplay, sound, and playability. Sound effects are lo-fi, almost like comparing a cassette to a CD. The soundtrack is still amazing though, as if it were mapped on an entirely different bit format. Playability, there is one overall mode - the 1P Arcade mode (unless you count options and 2P). Every successful completion of the game with a character unlocks a new character to choose - the same one you fight in round 8. After that, you have all of the characters and there's not much else to do. There's no team battle, no survival, just...1P Arcade. So it works for 1995. The ending movies are pretty bad, all having the same soundtrack and really blocky ugly CGI. Of course in retrospect, this WAS 1995. The movies never got better in the series until much later, but they did improve some. Overall, Tekken deserves a place in your PSX collection, right next to 2 and 3. You won't play it often because Tekken 2 covers all of those bases and more. So to me, at least, this game is merely a collection piece.",The building block of the Tekken series,1339200000,0
1231,5,FALSE,"06 13, 2015",A1JZFGZEZVWQPY,1384198,Professor H,"Great children's story and a classic. This is your child's first lesson in perseverance, and one that will stay with them forever. I think I can. I know I can. Great words to build a life long foundation.",Children's Classic,1434153600,0
1234,5,TRUE,"06 10, 2015",A2RK3SMQZ3UK83,1384198,Marion Howey,very satisified,Five Stars,1433894400,0
1240,5,TRUE,"05 27, 2016",A2GM5B6DK9KP22,B000006OVE,Junkhog,Perfect,Five Stars,1464307200,0
1250,5,TRUE,"01 15, 2014",A3DHFEEXGG0H6S,B000006OVE,Geary,Love the game thanks! This game is great from the look and the level of detail and the combat. Thanks,great,1389744000,0
1252,5,TRUE,"08 26, 2014",A25KGNPKWWYEN5,6002582258,EJ,A great way to lear while eating especially if your not happy with the meal.,Educational for everyone,1409011200,0
1254,5,TRUE,"05 12, 2015",A2ASPNZ3U8UKV0,1384198,GLORIA GOLIK,great gift for little ones,Five Stars,1431388800,0
1256,5,TRUE,"08 20, 2012",A1STW7ZA3XZ9VV,B000006OVE,Matthew,"This game is one of my all time favorites, I give it a 10/10 in the RPG genre. It is a turn based RPG, that is fun to play. I own this game for the PSP and the now the PS1. This game is a rare find in good condition. If you find a better RPG than this, besides the final fantasy games of course, let me know!",Awesome Classical RPG,1345420800,0
1257,5,TRUE,"05 12, 2015",A22HF6I6VBQ39H,1384198,MARY F,HAD THIS BOOK FOR MY CHILDREN WAS GLAD TO BE ABLE TO FIND IT FOR MY GREAT GRANDDAUGHTER,Five Stars,1431388800,0
1258,5,FALSE,"09 04, 2014",AGQSP9IYYTNUD,6002582193,Cliente Kindle,child are happy with this,Five Stars,1409788800,0
1262,5,TRUE,"05 03, 2015",A3TLN5GTVHNIJR,1384198,Amazon Customer,I grew up reading this and my kids love it too!,Five Stars,1430611200,0
1264,1,TRUE,"06 17, 2002",AACIKO4GH062J,B000006OVE,Eric C. Avinger,"this is an excellent game that really has some substance! the graphics are not the best and it is oversahdowed by the bigger game final fantasy VII. if FF7 was too long for you, get breath of fire 3. the story is good and the battle system is great!",one of playstaions best,1024272000,0
1269,5,FALSE,"12 18, 2001",A38AXXL7DMVFMQ,B000006OVE,Chris Angelique,"Many may disregard the Breath of Fire series as just another RPG but Capcom has done a beutiful Job with this title. They pulled out a lot on this case. Beutiful 2D graphics that only Capcom can do, good music, simple controls make this an excellent purchase. Chances are you may find this at a good price somewhere so I say go for it.",Square Soft third Rival,1008633600,1
1271,5,TRUE,"01 29, 2016",ANCA7S2G41A1R,6002582193,Jennifer Cline,"Great - note that graphics are printed directly onto surface, not laminated. Avoid dishwashers and cleaning products with bleach as these will remove the graphics.",Love it - clean with care,1454025600,0
1272,4,FALSE,"10 2, 2001",A2YAABMT80RLYA,B000006OVE,Ben Rowland,"With the genre monopolized by the the Final Fantasy series, it is not suprising that this game is absent from most people's top RPG list. To clarify, it is not as good as an FF game, but it is nonetheless enjoyable and fun. The story is pretty linear, the characters are well developed, and part III offers much of the same fun that was the original BOF for the SNES (which was produced by Squaresoft, not Capcom). The only drawback is the clunky controls, which can be frustrating when you are trying to move down stairs or bend around tight corners. And while the graphics are not on par with Final Fantasy IX or Chrono Cross, this is still a great looking game. Try it. I think you will like it.",An engaging little RPG,1001980800,0
1275,4,FALSE,"07 29, 2001",A2T3WIZV30RJX,B000006OVE,Ed,"Basically, Breath of Fire 4 stole a lot of ideas from it's predecessor, this one. It's kinda like a degraded Breath of Fire 4 actually, but still truly brilliant, and well worth buying.","A classic RPG, but not the best of it's genre",996364800,0
1276,5,TRUE,"04 07, 2015",A2N898S1Y23L7G,1384198,Christine Marcelino,So small. Story is changed,Five Stars,1428364800,0
1277,3,TRUE,"11 21, 2014",A2M0561C3OV1WO,6002582193,fay alleyne,Print is a little small but i like it,Three Stars,1416528000,0
1281,4,FALSE,"06 30, 2001",A2AUTGEAUJT2VN,B000006OVE,T. Montgomery,This was the only Breath of Fire game I've beaten. But I must say that it was fun. The story and side quests kept me going. One of the downers was that you can't hardly change your angle. A big thumbs up going to the fact that you don't have to change screens to get into a battle (like Chrono Trigger). This saves lots of time and makes thing more dramatic! Fighting in narrow hallways and thick forests was great! I'm not going to spoil it for anyone...but the ending sucked badly. But not enough to stop me from buying the next sequel. ^_^,I liked it,993859200,1
1283,3,TRUE,"05 15, 2017",A2PVIWV8JNG1QA,6002582223,Peanut,Too expensive. Wont buy again.,Three Stars,1494806400,0
1285,5,TRUE,"03 20, 2015",AHUCISZ7DKIZ9,1384198,Ashley,Perfect book for all your little train lovers.,Five Stars,1426809600,0
1296,4,TRUE,"03 10, 2015",A2OOZN6YK52CSW,1384198,jeff,Small copy. Good for travel.,Good for travel,1425945600,0
1297,5,TRUE,"03 08, 2015",A3DXNHM5KCYYF6,1384198,Mikel Jo Davis,"Cute little book -- great grandchild will love hearing what ""Daddy"" liked so well. Like new!",Five Stars,1425772800,0
1298,5,TRUE,"09 18, 2015",A25WXCF1FL67VD,6002582223,Adrianne,Very cute! My grandsons love pointing at the animals and making the animals sounds.,Cute!,1442534400,0
1299,5,TRUE,"02 27, 2015",A3S269YRWCT9WK,B000006P0K,Matthew,This is one of the best fighting games of all time! Definitely a timeless classic 1 2 and 3 are by far the best in the series!,Timeless,1424995200,0
1302,5,TRUE,"02 17, 2015",A1ITVHRZE96PW5,B000006P0K,Y Chromosome 99,"This was the very 2nd one I played,part 3 as the 1st. Its nice seeing the younger versions of the characters and the events leading up to Tekken 7. Yes,SEVEN IS YET TO ARRIVE as of this review!!! Anyway....Easy mode is still hard by the time you reach the 7th fighter. The music is awesome especially King's. You can set the music to Arranged or Arcade. A great set of moves to learn so hop to it and buy it.",Love it!!!!,1424131200,1
1305,5,TRUE,"01 18, 2015",A16EXYH55SAOJ9,B000006P0K,G. FAMUTIMI,ok,Five Stars,1421539200,0
1306,3,TRUE,"03 05, 2015",A3LTQIL6HIE30C,1384198,james L. Johnson,Got this after a nostalgia surge (and losing all my Little Golden Books). Great to preserve the story and would not be something I'd mind being subjected to the inevitable crayons but I miss the heft and feel of a 'book' opening to a story.,Good for tots,1425513600,0
1308,5,TRUE,"09 02, 2014",AGH22LH74Z4OE,B000006P0K,david laselva,great,Five Stars,1409616000,0
1312,5,TRUE,"06 29, 2015",A3RKA9VPMUJSOY,6002582215,Natalie Brown,Nice thickness and quality.,Five Stars,1435536000,0
1314,5,TRUE,"02 28, 2015",AFXR4S3XSSGE5,1384198,octoberdancingrose,The book is nicely illustrated. My 3year old is engaged when we read this book. Excellent story!,Excellent story,1425081600,0
1315,5,TRUE,"03 18, 2015",A2WU9DFYE1Z58Q,6002582215,Baxter,nice heavy duty placemat. lays flat and makes learning fun!,awesome,1426636800,0
1320,5,TRUE,"02 23, 2015",A29B2TOMJOUES3,1384198,wordscapes,A classic that is great for grandkids.,Never goes out of style,1424649600,0
1321,4,TRUE,"08 04, 2016",A15RE7QZ1DE1O7,6002582215,BrandiS,"Cute, well-made, colorful, easy to clean...can't really ask for much more from a placemat!",easy to clean,1470268800,0
1332,2,TRUE,"04 27, 2016",A05012776MTIS8L40R3I,6002582215,Marius,Good pattern that kept the kids attention. Wish it had a rubber grip on the bottom so it wouldn't slide away from the kids while they were eating. Going to have to buy a different mat this one didn't work well for my family.,Good pattern that kept the kids attention,1461715200,0
1337,5,FALSE,"08 26, 2004",A1G5LJ8T1IGYC5,B000006P0K,MICHAEL TAYLOR,"THIS GAME WAS A VERY GOOD GAME. BUT THIS AIN'T AS GOOD AS TEKKEN 1. LIKE ITS PREDECESSOR, HAS GREAT GRAPHICS, GREAT LOOKING MOVES, AND GREAT BOSSES TO UNLOCK, WHICH GIVES YOU A REASON TO WANNA WIN THE GAME WITH EVERY CHARACTER. THE MUSIC IS GREAT HERE TOO. THIS IS A DEFINITE GEM. GET THIS AND ITS PREDECESSOR FOR THE ULTIMATE GAMING EXPERIENCE!!",ANOTHER CLASSIC SEQUEL,1093478400,0
1338,3,TRUE,"01 20, 2015",A2VHLCCTN36RHT,1384198,Luckystar,"classic! but somewhat surprised at size of book, very very small",classic,1421712000,0
1339,3,TRUE,"09 21, 2015",A3327OZWS9VBFP,6002582215,Saddie Loiuse,"They are cute but slide around a ton, I wish they had some type of grip on the bottom to keep plates from sliding around","They are cute but slide around a ton,",1442793600,0
1340,5,FALSE,"05 06, 2004",A2JA5M9CF6NHMF,B000006P0K,bone thug!,"From the cool first cutcene to the classic music that plays while picking a character, you know this is special. Don't just button mash, learn the combos because this is the only game(out of 100)that has made me curs at the TV. If you're a beginner, start of with someone with fast kicks like marchial Law and not Jack 2. BUY THIS because it's an ABSOLUTE CLASSIC.",An absolute classic,1083801600,0
1343,5,FALSE,"01 10, 2015",A27CK1O95WL8SM,1384198,First Lady Laura,"I bought this for my 3 1/2 year old. He loves this book!! He actually listens when I read it. He's now at the point where he has almost memorized all the words and ""reads"" it to me instead.",We've Got A Winner!,1420848000,0
1347,4,TRUE,"05 11, 2013",A3QRP8FE4DJ9ZI,6002582177,Jessica Kane,"This placemat has plenty to look at and is a great distraction for my 2 year old while I shovel food into his mouth. He loves pointing out the objects and then finding the little matching object along the border. We work on ""Big"" and ""Small"" that way. One thing he doesn't pay much attention to is the letters, and his fascination with letters on anything else is kind of why I chose this placemat! I think it's partly because there are both upper and lower case letters, and that idea is beyond him at the moment. (We have the ABC Animals Placemat from Tot Talk also, and that one REALLY gets him going on letters!) There is so much to look at on this placemat that he doesn't get bored, and we certainly don't need the TV on during meals! My complaint as the person who maintains this placemat is that the design scratches off easily. I have to be careful to use a washcloth instead of a dish scrubber when I clean it--it's much better to clean ASAP rather than letting, for example, oatmeal dry on it.",2 year old LOVES it!,1368230400,1
1350,3,TRUE,"02 23, 2018",A2DGI2OS85F1D5,6002582177,E. Baxter,I really liked this mat when we first got it. It looks just like the picture. The problem I have with it is that it curls up and no matter how much I curl it in the opposite direction I can't get rid of the curl.,Mat curls up.,1519344000,0
1354,5,TRUE,"01 04, 2015",AI0KTB9KWMPTJ,1384198,Melanie B,My daughter reaaaaally loves Thomas. I've gotten her other train books and she likes them but always prefers her Thomas books. Until this one! This is probably her favorite book right now. It's such a classic! I remember loving it as a kid too. So happy I got it for her!,This is probably her favorite book right now,1420329600,0
1357,5,TRUE,"01 03, 2015",A1M4W6GH7YX2WW,1384198,ArmyWife111,"Small book about 5""x5"" and was a perfect stocking stuffer. My daughter loves loves loves trains and this is a great addition to her train books.",A classic...,1420243200,0
1358,5,TRUE,"11 14, 2016",A2FDXTDJOB88XD,6002582177,mandalc,3 year old loves this place mat. After many months it is holding up well to cleanings unlike the cheaper ones you can find.,winner,1479081600,0
1359,4,FALSE,"03 03, 2003",A2CKNSDDC5XOFG,B000006OVK,Amazon Customer,"I wasent as inpressed with this game as I thought I would be. First of all, the load times are forever. Second, this game has cartoon graphics. Theird, I hate the street fighters in this game. Forth, I love the x-men (they are absolutly fabulus).",nice game,1046649600,0
1366,1,TRUE,"01 02, 2015",AAR6KYSQC2RDB,1384198,martha green,The book was in poor shape. The cover was all wrinkled and someone actually wrote their name on the inside! That should have been revealed in the description.,Not in good shape,1420156800,0
1368,5,FALSE,"01 02, 2015",A3BSN106915JX3,1384198,Netty Nette,"Love the illustrations and love Watty Piper's telling of the story. I know there are other versions out there, but this one is my favorite, by far!",Love the illustrations and love Watty Piper's telling of the ...,1420156800,0
1370,2,FALSE,"08 29, 2001",A1HJ2ADX8TH5F6,B000006RGS,G. Hollis,"I'm going to fly in the face of convention wisdom and assert that Tomb Raider is not a good game. I like the concept, the puzzle solving and exploration. I like that it's a great diversion from the standard shoot-em up. The problem is with the tedious game play. The game is tough, just from the mental standpoint and it takes some effort to figure out what you're supposed to be doing in each level. But that's part of the fun, figuring things out. Unfortunately, it's moving through the levels and getting from point A to point B that is problematic. There are way too many places where you have to make a pinpoint precision jump or other move with absolutely NO margin for error. In some cases this means you fall somewhere and have to climb back to your starting point, or in some cases you die, meaning you have to start the whole level over again. And after trying one of these jumps over and over and over, you finally get frustrated and give up. There were instances where I tried a jump over and over, and then suddenly made the jump and had no idea what I had done differently from the previous numerous attempts. For any game to be that touchy is just a disgrace. It's too bad, I think I could have liked this game but the tedious pinpoint controller movements ulitmately ruined the game for me. I know it's one of PSX ""greatest hits"" and very popular, but if don't like tedious games, you'll want to avoid this one.","Concept is good, but tedious game play really spoils the fun",999043200,1
1371,5,TRUE,"01 01, 2015",APPCUN13AIOCA,1384198,S. Warner,"This is a small book, but covers and illustrates the classic children's story well.",A great children's story about perserverance,1420070400,0
1381,3,TRUE,"01 22, 2016",ATEPZK6WPXXW2,6002582177,aih,"Cute graphics, large placemat... But, as other viewers have mentioned, it slides all over the place",Good but slides,1453420800,0
1382,5,FALSE,"06 06, 2016",A3HINUXNB2R0SN,B000006RGS,John Phelps,Went back and played this again. Good but it has aged badly.,Good but it has REALLY aged,1465171200,0
1384,5,TRUE,"01 20, 2016",AOO9WLONQE774,6002582177,Jocelyn.amazonshopper,This is such a great placemat and very fun! My son has learned his ABC's at the dinner table. He points and sings! It looks like good quality and we have not had any issues with it laminate separating.,Fun and educational!,1453248000,0
1389,5,TRUE,"12 12, 2014",A2342KZ27FB3QD,1384198,M. Williams,DARLING book. Great illustrations!!,Great illustrations!,1418342400,0
1391,5,TRUE,"12 23, 2015",A29S8MIBFU2CCT,B000006RGS,Aaron Chromoy,a+,Five Stars,1450828800,0
1399,5,TRUE,"10 12, 2015",A2MT0XK3LABBXT,6002582177,T. Good,Grand-daughter loves her mat.,Great Mat,1444608000,0
1400,5,TRUE,"03 04, 2015",A2XIJG9EJFW1U7,B000006RGS,Mahmood,"Thanks a lot, It's a great product & service",Perfect,1425427200,0
1401,5,FALSE,"12 4, 2014",A3IK8BRVAV2957,1384198,Genevieve A. Stolarz,I've had this book since I was a child which is over 79 years and I purchased it for my great grandchildren for Christmas.,... over 79 years and I purchased it for my great grandchildren for Christmas,1417651200,0
1403,5,TRUE,"12 2, 2014",AR8CDOLV1G4Y4,1384198,Shanice,Nice book reminds me of my childhood I can't wait to to read to my son when he's born.,Five Stars,1417478400,0
1406,4,TRUE,"11 26, 2014",AYTDCNGZ3GCH4,1384198,Kindle Customer,Cute little board book.,Four Stars,1416960000,0
1409,5,TRUE,"11 23, 2014",A3O30D6UYN02CE,1384198,Diane Catherine Woodman,"I gave this as a special gift to a Buddhist nun who lives near me and for 2 years has been building a training monastery. It's been a difficult, sometimes uphill project for her and a few other helpers, but it's coming along now. She read the book out loud during her morning meditation with two other nuns-in-training; they all loved it.",they all loved it.,1416700800,0
1411,5,TRUE,"10 13, 2014",A1AP5OAN34R9R8,B000006RGS,travis,a legendary ps1 game,ps1 masterpiece,1413158400,0
1412,5,TRUE,"11 21, 2014",A1I3SQ5436ZFE3,1384198,Tosha,LOVE THIS BOOK! I read this over and over as a child and was delighted to finally read it to my children. I also believe it contains valuable principles.,LOVE THIS BOOK,1416528000,0
1419,5,TRUE,"01 23, 2015",A12D0TIK3IV5UB,6002582177,johanna,"great placemat ,good for toddlers and helps to keep the busy ones seated.","great placemat, good for toddlers and helps to keep ...",1421971200,0
1420,4,TRUE,"02 18, 2014",A12FOP8ULQ9BWR,B000006RGS,Latoya,"Brought this game for myself, it brought back memories when I was 6 playing this all summer long. Game came as described and fast also.",Memory Lane,1392681600,0
1422,5,TRUE,"01 02, 2015",AH6M0FGE1GSNY,6002582177,WatermarkedOne,This is cute and sturdy; I like that the pictures are printed on it instead of it being laminated paper. My son had the alphabet down in a week after talking about this placemat while we ate.,Cute and Sturdy,1420156800,0
1423,4,TRUE,"02 05, 2014",A3OZ8IB8I0VSO1,B000006RGS,Solid Pawn,"The original Tomb Raider was a landmark game for the Playstation and the start of a very long running series. It holds up well, but is a definite acquired taste. Tomb Raider begins with adventurer and treasure huntress Lara Croft being hired by business woman Jacqueline Natla to search an ancient cavern in Peru for a piece of the Scion, an ancient talisman of great power. However, after finding the piece, Lara is betrayed by Jacqueline's men. Now it's a race across the world to find the remaining pieces of the Scion before Jacqueline attains its mythical power. Tomb Raider is an early Playstation game, and unfortunately the graphics haven't aged very well. Although many set pieces in the game are very impressive all the levels tend to feel very samey. Despite this the game's length is impressive. There are over fifteen massive levels with hidden caches of ammo and first aid packs, giving you a great sense of exploration throughout the game. Lara moves in a very stiff fashion. Her controls are tank-like and You have to hold down a button for her to walk. She takes very long jumps, but running jumps have a delay that requires you to plan your jumps ahead of time in most cases. Fortunately there is a training mission where Lara instructs you on how to play in her home. The game is primarily a puzzle platformer. Each level contains a series of puzzles that will test your problem solving skills. Scattered throughout the many ruins and caves are vicious animals and hired goons all chomping at the bit to impede your progress. This is where combat comes into play. Lara starts off the game with twin pistols that have unlimited ammo. Through out the game you will find a variety of firearms, however these weapons do have limited ammo, but the pistols ensure you will always have a fighting chance in battle. The last gameplay feature to talk about is the process of saving your game. The PC version of the game allowed the player to quicksave wherever they wanted. The console versions of the game on Playstation and Sega Saturn do not have this luxury. You can only save with the use of crystals that are placed along the path you are intended to follow. Unfortunately, once a crystal is used it is gone. This makes it really difficult when you've got a very long stretch ahead of you and not much health. Some areas have multiple crystals forcing you to carefully plan how often you save. This game has many flaws, but it is a very rewarding experience. I would recommend the game for those expecting a challenge. The later games in the Tomb Raider series ironed out many of the issues experienced here. If you're curious about the beginning of the franchise you won't be disappointed, but maybe a little stressed. For classic PC gamers I'd recommend Tomb Raider: Unfinished Business. This is the original game plus two bonus missions with two new levels a piece.",Begin The Treasure Hunt!,1391558400,0
1424,4,TRUE,"11 8, 2014",ABOG0BVY6S91Y,1384198,Lindsay,"The story and illustrations are great, I just wish the book itself was bigger. Just realize it's pocket-sized. Would be great to take on the go, but not a great bedtime story size. However, my kids still love reading it, even though it's small, and they haven't complained about the size. The story is classic and teaches a simple but great message. My kids (5 and 6 years old) love it, and I love that it has a nice message. Would definitely recommend the story itself, I just wish I would have ordered a bigger size (if there is one) so that when I read it to both my kids they can see the illustrations a little better.","The story and illustrations are great, I just wish the book itself was bigger",1415404800,1
1427,3,FALSE,"09 03, 2014",A3PU89HF3V6ZJQ,6002582177,Jordanne White,the vinyling comes off every time you wipe off food that is stuck to it.,Three Stars,1409702400,0
1430,1,TRUE,"03 29, 2013",A2Z9JNRWH997VB,B000006RGS,Tomb Raider Fanatic,"Hated it constantly fighting the controls and it wass just terrible all in all, will never buy an old tomb raider again!!",Never!!,1364515200,1
1431,4,TRUE,"10 29, 2014",AB5JJRCPDISY8,1384198,Brenda French,"Bought this for my grandson..it is a classic. He is into Thomas and Friends and wanted to know the ""names"" of the engines..cute.",Bought this for my grandson.. it is a ...,1414540800,0
1436,5,TRUE,"10 29, 2014",A3TBL3P69VWZBO,1384198,Mae B. Leumas,Excellent!,Five Stars,1414540800,0
1440,4,TRUE,"11 7, 2010",A28Y94ISI5YZLS,710105482X,queen of everything,"I bought these for my boys to take condiments in their lunch boxes. They are perfect for caramel dip for apples, ranch for veggies, etc.. Just the right amount, spill proof and nothing to throw away. The only down side is that they are a bit difficult for the kids to remove the top by themselves. Overall, they are great!",Smidgets,1289088000,0
1444,5,TRUE,"08 20, 2007",A329U9CDUPKXAC,B000006RGS,Patrick,"I had to go back and play this game after playing (and loving) Tomb Raider Anniversary. Playing Anniversary and then going back to the original really makes you appreciate just how awesome this game was. The level design was just amazing with all the different areas you get to explore. I haven't played the original since it first came out so I didn't realize just how much Crystal Dynamics took from this game. They took a lot. Some of the level designs are almost identical. The biggest difference between the old and the new is the difficulty. Anniversary is way easier. But not because the puzzles or enemies are easier. It's because of the controls. Back in Tomb Raider 1, the controls were pretty terrible. But what do you expect from a game breaking new ground in the world of 3D? So I'll over look it and give it a 5 out of 5.",Still great,1187568000,0
1446,5,TRUE,"07 27, 2017",A2NGMHUUOL0R97,710105482X,aasuhar,"I haven't purchased Tupperware in 15 years but needed a leak proof dressing container and saw these. They're great quality, fits peanut butter for on the go and any dressing- leak proof!!",Totally leak proof!,1501113600,0
1447,5,FALSE,"11 16, 2004",A33693RRRFK55Q,B000006RGS,B. Erickson,"OH YES....this game is what it's all about. Sure, it looks totally archaic now with its primitive low-polygon 3D (cf. Lara's Madonna-style pyramid breasts) and jerky low frame rate - BUT WHO CARES. ""Tomb Raider"" was one of the first fully-realized 3D games, with huge environments and a camera that lets you explore them fully - something next-gen developers still seem to have a problem with sometimes - and, of course, best of all, an action hero that players across the board could instantly connect with. Yes, Lara Croft - men want her, women want to be her...lol. Forget about her later misadventures on celluloid and (worst of all) the PS2 platform. Even on the PS1, all the new innovations in graphics and AI that cropped up in subsequent TR installments couldn't improve upon the originality of gameplay you have here in the debut. The puzzles, the secrets, the at-times relentless action, this game has it all. Much like Indiana Jones, we first encounter Lara as she explores some ruins in South America - allegedly the village of Vilcabamba, an actual archeological site in Ecuador, although as it appears in the game it's more of a generic hotch-pot of pre-Columbian art and architecture. Of course you have the rolling ball traps everywhere, and of course she eventually finds a golden idol - more nods to Indy. Later she explores Las Vegas versions of Rome and Egypt, slaughtering more endangered species in the process than are even left on the planet (PETA just loved this game) before proceeding to - where else? - Atlantis, which is naturally swarming with freakish and bloodthirsty mutants. All this because she's in search of an artifact whose magical powers, if in the wrong hands, could destroy the world, or something. It's easy to punch holes in the ridiculous plot, but that doesn't affect the entertainment value - again just like with Indy, you know it's stupid, but you're more than willing to suspend disbelief just to go along with the wild ride. Getting through the levels is not always easy; you'll need to sharpen both your combat and puzzle-solving skills. There's also a lot of replay value owing to the oftentimes diabolically-hidden ""secrets,"" which usually contain caches of weapons and the infamous ""medi-paks."" Play this game - it's almost like a cool retro thing to do now - and forget about everything that came after. They have a new TR in the works now but it's got a lot of bad karma to overcome...so far nothing has matched this original masterpiece.",The ORIGINAL derivative Indiana Jones ripoff,1100563200,1
1456,5,FALSE,"09 03, 2002",A3HTX1NOTTWERP,B000006RGS,Busy Body,"So, this is where it all began - the original Tomb Raider. In November 1996, Britain was changing. With the phenomenal success of the Spice Girls and the phrase ""girl power"", there wasn't a better time to bring out an all-female computer game heroine who kicked [rear]! Enter Lara Croft. The game went straight to No. 1 all over the world and shifted more than 10 million copies to become THE biggest selling PlayStation game of all time. Lara soon became a cultural icon, gracing hundreds of magazine covers the world over - and not just computer magazines, mainstream magazines such as Rolling Stone and Time; undoubtedly the biggest magazine names in the world. Four sequels followed in the form of Tomb Raider II, Tomb Raider III, Tomb Raider IV: The Last Revelation and Tomb Raider IV: Chronicles. The five games have sold a combined total of 40 million worldwide and secured Eidos Interactive and more importantly, Lara Croft and Tomb Raider, a place in video gaming history as undoubtedly the greatest, most popular and enjoyable computer games of all time. The story of Tomb Raider is simple really. Lara Croft is a semi-famous archeologist adventurer and has been hired by a mysterious woman, Natla (last name unknown) to search the globe for an ancient artifact, known as the Scion, that is beleived to have come from the lost city of Atlantis. Lara sets off on her travels to find this artifact but before she can find it, she must search other areas of the world to find clues and hints that will open the way forward to her ultimate prize. Around halfway through the game, while uncovering clues about the artifact in question, Lara also unveils the truth about Natla; a story told through amazing cut-scenes. The storyline is intriguing to say the least and keeps you on the very edge of your seat as you beg to know more, yet never for the game to end. The game begins with simple, pedestrian levels for newcomers to get to grips with the controls. The enemies are only small in the first few levels; bats, dogs etc. that can be eliminated with a single shot of Lara's Pistols - a weapon that she has with her always that features an unlimited amount of ammo. The game has a massive 16 levels that will keep you playing for months - it took me 10 months to complete. In fact, I finished the week Tomb Raider II came out so once I'd finished with the first, I spent the next 10 months playing the second one! This has been a regular oocurance and has resulted in me playing all five Tomb Raider games for around 6 years without a break! I remember the days when I bought this game...I was only 10 and it scared me to death! The enemies may not look very real, but remember that controlling Lara is! You control her every move so her life is in your hands! At the time the game was released, the graphics were unbelievable and the scenery breathtaking. The former is not so much now, but the latter still stands. Graphics in computer games have come a very long way since 1996, but half an hours' play on Tomb Raider with Ms Croft, and its superior excellence shines through. The final levels are set in and around Atlantis, and are classic moments in video gaming history. From the rocky cliffs of Asia, to the hot muggy forests of South America and the haunting and eerie lost island of Atlantis, there's something here for everyone. Buy it now! OVERALL GRADE: 10/10 All in all, Tomb Raider is the ultimate PlayStation game. Everything about this game is so enchanting and memorable. The atmosphere, the sounds the animals make, the noises Lara makes when falling off a rock, the music that cues to tell you something exciting is about to happen - everything! This is a true classic in video gaming history that deserves all the critical praise it recieved 6 years ago. If you haven't got Tomb Raider in your PlayStation games collection, it is not complete. Only when you purchase all 5 Tomb Raider games will your collection be complete. With the soon-to-be released Lara Croft Timb Raider VI: The Angel Of Darkness, all six Tomb Raider will keep me playing for decades, literally. I will still be playing Tomb Raider when I'm 60 years old, and I'm sure I'll not be the only one...",Tomb Raider is a classic - Lara Croft is an icon!,1031011200,1
1461,1,TRUE,"02 27, 2017",A3TZN3ARTLA2TN,710105482X,BeachCat,"Item can't be returned. Way too small to use for much of anything. I bought them specifically for a one oz serving of almonds. Because of the way they are designed, with the cap pushing into the container, you may be able to fit 6 almonds. Won't order again and won't use this seller.",SELLER'S HAS NO RETURN POLICY,1488153600,0
